city_name,lat,lon
Pulheim,50.99965,6.80632
Puchheim,48.15,11.35
Prüm,50.20785,6.42019
Pritzwalk,53.14945,12.17405
Prien am Chiemsee,47.85602,12.34623
Preußisch Oldendorf,52.30589,8.49341
Prenzlauer Berg,52.53878,13.42443
Prenzlau,53.31625,13.86261
Premnitz,52.53184,12.34845
Preetz,54.23575,10.27934
Pöttmes,48.58383,11.08762
Pottenstein,49.77131,11.40784
Potsdam,52.39886,13.06566
Pößneck,50.69358,11.59229
Porz am Rhein,50.88637,7.0583
Porta Westfalica,52.22961,8.91612
Poppenbüttel,53.65917,10.08472
Pommelsbrunn,49.50437,11.51101
Poll,50.91256,6.99057
Polch,50.29973,7.31315
Poing,48.17004,11.81863
Pocking,48.40149,13.31315
Pöcking,47.96667,11.3
Plüderhausen,48.79875,9.59587
Plön,54.16202,10.42765
Plochingen,48.71067,9.41949
Pliezhausen,48.55934,9.20749
Plettenberg,51.20949,7.87261
Pleinfeld,49.10473,10.98194
Pleidelsheim,48.9592,9.20311
Plauen,50.4973,12.13782
Plau am See,53.45821,12.26246
Plattling,48.77866,12.87509
Plankstadt,49.39444,8.59611
Planegg,48.10672,11.42483
Plaidt,50.3926,7.39251
Pirna,50.95843,13.93702
Pirmasens,49.20145,7.60529
Pinneberg,53.66732,9.78936
Pilsting,48.70116,12.65105
Piding,47.76667,12.91667
Philippsburg,49.2317,8.46074
Pfungstadt,49.80557,8.60307
Pfullingen,48.46458,9.22796
Pfullendorf,47.9261,9.2578
Pfronten,47.5822,10.54962
Pfreimd,49.49114,12.18069
Pforzheim,48.88436,8.69892
Pfedelbach,49.17806,9.505
Pfarrkirchen,48.43205,12.93812
Pfalzgrafenweiler,48.5265,8.56582
Pfaffenhofen an der Roth,48.35454,10.16184
Pfaffenhofen an der Ilm,48.53053,11.505
Petershausen-Ost,47.6721,9.191
Petershausen,48.40967,11.47056
Petershagen,52.52078,13.78748
Petershagen,52.37513,8.96538
Petersaurach,49.3,10.75
Perleberg,53.07583,11.85739
Penzberg,47.75293,11.377
Pentling,48.98343,12.0587
Penig,50.93336,12.70422
Peitz,51.85841,14.41138
Peiting,47.79549,10.92951
Peißenberg,47.80466,11.0699
Peine,52.31928,10.2352
Pegnitz,49.75216,11.54187
Pattensen,52.26448,9.76436
Passau,48.5665,13.43122
Pasing,48.14146,11.45599
Pasewalk,53.50627,13.98997
Parsberg,49.16074,11.71834
Parchim,53.42631,11.84875
Papenburg,53.07738,7.40444
Pankow,52.56926,13.40186
Paderborn,51.71905,8.75439
Oyten,53.05,9.01667
Overath,50.93275,7.28389
Ovelgönne,53.34189,8.42179
Ottweiler,49.40133,7.16424
Ottobrunn bei München,48.06489,11.66327
Ottobeuren,47.9413,10.29971
Ottersweier,48.67022,8.11323
Ottersberg,53.1099,9.14408
Otterndorf,53.81158,8.90206
Otterberg,49.50301,7.76995
Ottensen,53.55213,9.92421
Ottendorf-Okrilla,51.18333,13.83333
Othmarschen,53.55173,9.88632
Oststeinbek,53.54321,10.16939
Ostseebad Kühlungsborn,54.14763,11.74318
Ostseebad Binz,54.39995,13.61052
Östringen,49.21911,8.71192
Ostrhauderfehn,53.13333,7.61667
Ostrach,47.95,9.38333
Osthofen,49.70382,8.32419
Ostheim,50.93117,7.04412
Osterrönfeld,54.29013,9.699
Osterholz-Scharmbeck,53.22698,8.79528
Osterhofen,48.7,13.02221
Ostercappeln,52.35,8.23333
Osterburken,49.42997,9.42252
Osterburg,52.78721,11.75297
Ostbevern,52.04018,7.84229
Ossendorf,50.97059,6.90628
Osnabrück,52.27264,8.0498
Osdorf,53.57982,9.85826
Oschersleben,52.03039,11.22898
Oschatz,51.30001,13.10984
Ortenburg,48.54597,13.2225
Ortenberg,50.35584,9.05602
Oerlenbach,50.15,10.13333
Oranienburg,52.75577,13.24197
Oppum,51.32244,6.61518
Oppenheim,49.8547,8.35974
Opladen,51.06863,7.00387
Olsberg,51.35613,8.48899
Olpe,51.02899,7.85139
Olfen,51.70787,7.37893
Oldenburg in Holstein,54.29498,10.89043
Oldenburg,53.14118,8.21467
Olching,48.2,11.33333
Olbersdorf,50.87304,14.77035
Olbernhau,50.6587,13.3425
Öhringen,49.19884,9.5072
Ohlsdorf,53.62594,10.03145
Oftersheim,49.36528,8.58306
Offenburg,48.47377,7.94495
Offenbach an der Queich,49.19546,8.19779
Offenbach,50.10061,8.76647
Oettingen in Bayern,48.95274,10.60465
Oerlinghausen,51.95453,8.6622
Oer-Erkenschwick,51.64198,7.26451
Oelsnitz,50.72584,12.701
Oelsnitz,50.4147,12.1695
Oelde,51.8289,8.14724
Oedheim,49.24028,9.25333
Oederan,50.86064,13.17164
Oebisfelde,52.43421,10.98786
Odenthal,51.03333,7.11667
Ochtrup,52.20802,7.18988
Ochtendung,50.35,7.38333
Ochsenhausen,48.07029,9.9503
Ochsenfurt,49.66429,10.06227
Obrigheim,49.35194,9.09083
Oberviechtach,49.45809,12.41669
Oberursel,50.20731,8.57747
Obertshausen,50.07139,8.85123
Obertraubling,48.96667,12.16667
Oberthulba,50.19904,9.95882
Oberthal,49.51257,7.08382
Oberstenfeld,49.02611,9.32083
Oberstdorf,47.40724,10.27939
Oberstaufen,47.55568,10.02245
Oberschöneweide,52.46106,13.52108
Oberschleißheim,48.25,11.56667
Ober-Saulheim,49.86376,8.13526
Ober-Ramstadt,49.83078,8.74887
Obernkirchen,52.2721,9.12912
Oberndorf,48.2905,8.57221
Obernburg am Main,49.83577,9.13101
Obernbeck,52.20178,8.70404
Ober-Mörlen,50.3735,8.69087
Oberlungwitz,50.7823,12.70789
Oberkotzau,50.26236,11.93484
Oberkochen,48.78379,10.10519
Oberkirch,48.53241,8.07864
Oberkassel,50.71379,7.16638
Oberhausen-Rheinhausen,49.27389,8.47167
Oberhausen,51.47805,6.8625
Oberhaching,48.02455,11.59744
Obergünzburg,47.84545,10.41821
Oberding,48.31667,11.85
Oberderdingen,49.06556,8.80306
Oberboihingen,48.65,9.36667
Oberasbach,49.42275,10.95766
Oberammergau,47.59812,11.06692
Nußloch,49.32389,8.69556
Nürtingen,48.62565,9.34203
Nürnberg,49.45421,11.07752
Nünchritz,51.29993,13.38555
Nümbrecht,50.90427,7.54063
Nufringen,48.62253,8.89009
Nottuln,51.93333,7.35
Nossen,51.05798,13.29652
Nörvenich,50.80604,6.63952
Nortorf,54.16738,9.85437
Northeim,51.70662,9.99997
Nörten-Hardenberg,51.62878,9.93593
Nordwalde,52.08333,7.48333
Nordstemmen,52.16196,9.7835
Nördlingen,48.85122,10.48868
Nordkirchen,51.73827,7.52197
Nordhorn,52.43081,7.06833
Nordholz,53.78448,8.61354
Nordheim,49.10861,9.12778
Nordhausen,51.5018,10.7957
Norderstedt,53.6859,9.98041
Norderney,53.70828,7.15819
Nordenham,53.4861,8.48093
Norden,53.59552,7.20639
Nonnweiler,49.60762,6.96986
Nohfelden,49.58693,7.14283
Nittendorf,49.02459,11.96126
Nittenau,49.19425,12.26741
Nippes,50.96545,6.95314
Nikolassee,52.4227,13.18508
Niesky,51.29241,14.82107
Nierstein,49.87003,8.33647
Nienstedten,53.55556,9.84464
Niendorf,53.61769,9.95032
Nienburg,52.6461,9.22086
Nieheim,51.80499,9.11302
Niederzier,50.88333,6.46667
Niederwiesa,50.86667,13.01667
Niederwerrn,50.06149,10.1827
Niederstetten,49.4,9.91944
Niederschönhausen,52.58483,13.40272
Niederschöneweide,52.45564,13.51554
Nieder-Olm,49.91166,8.20533
Niedernhausen,50.16307,8.31338
Niederkrüchten,51.2,6.21667
Niederkassel,50.81503,7.03777
Nieder-Ingelheim,49.97756,8.07246
Niedergörsdorf,51.97943,12.98541
Niederfischbach,50.85,7.86667
Niedereschach,48.13333,8.53333
Niederaula,50.8,9.6
Aschau im Chiemgau,47.77689,12.32297
Niedenstein,51.23342,9.31029
Niebüll,54.78663,8.82854
Nideggen,50.69268,6.48437
Nidderau,50.23805,8.86704
Nidda,50.4133,9.00638
Neu Wulmstorf,53.46667,9.8
Neuwied,50.4336,7.47057
Neu-Ulm,48.39279,10.01112
Neutraubling,48.98737,12.201
Neustrelitz,53.3613,13.07292
Neustadt in Holstein,54.10707,10.8145
Neustadt-Glewe,53.37846,11.59264
Neustadt bei Coburg,50.32975,11.12058
Neustadt an der Weinstraße,49.35009,8.13886
Neustadt an der Waldnaab,49.73287,12.17773
Neustadt an der Donau,48.80705,11.76952
Neustadt an der Aisch,49.57953,10.61126
Neustadt am Rübenberge,52.50462,9.45871
Neustadt,53.55196,9.98558
Neue Neustadt,52.15,11.63333
Neustadt in Sachsen,51.02844,14.21785
Neustadt (Hessen),50.85,9.11667
Neuss,51.19807,6.68504
Neuruppin,52.92815,12.80311
Neuried,48.09322,11.46561
Neuötting,48.24102,12.68998
Neunkirchen am Main,49.923,11.64793
Neunkirchen,50.8,8
Neunkirchen,49.34449,7.18045
Neunburg vorm Wald,49.34782,12.38621
Neumünster,54.07399,9.98456
Neumarkt-Sankt Veit,48.36051,12.50723
Neumarkt in der Oberpfalz,49.28028,11.46278
Neulußheim,49.29333,8.52194
Neukölln,52.47719,13.43126
Neukirchen,50.86906,9.34655
Neukirchen,50.77955,12.86755
Neukirch/Lausitz,51.09727,14.30789
Neu-Isenburg,50.04832,8.69406
Neuhofen,49.42778,8.42472
Neuhof,50.45313,9.6175
Neuhausen auf den Fildern,48.68333,9.28333
Neuhausen,48.7926,8.77649
Neuhaus am Rennweg,50.51006,11.13787
Neuhaus,50.68333,10.93333
Neugraben-Fischbek,53.46579,9.84344
Neugersdorf,50.97729,14.60881
Neuffen,48.5546,9.3755
Neufahrn bei Freising,48.31588,11.66316
Neuenstein,49.2049,9.58
Neuenstadt am Kocher,49.23498,9.33215
Neuenrade,51.28278,7.7825
Neuenkirchen,53.03259,9.70642
Neuenkirchen,52.24472,7.37183
Neuenhagen,52.52985,13.68914
Neuendettelsau,49.28333,10.78333
Neuenbürg,48.84516,8.59574
Neuenburg am Rhein,47.81431,7.56005
Neudenau,49.29181,9.26975
Neuburg an der Donau,48.73218,11.18709
Neubulach,48.66092,8.69611
Neubrück,51.13434,6.63857
Neubrandenburg,53.56414,13.27532
Neubiberg,48.0771,11.65812
Neu-Anspach,50.31667,8.5
Nettetal,51.31667,6.28333
Nettersheim,50.49372,6.62896
Netphen,50.91667,8.1
Nersingen,48.42829,10.12356
Neresheim,48.75511,10.33041
Neckartenzlingen,48.58981,9.23478
Neckarsulm,49.18912,9.22527
Neckargemünd,49.38899,8.7959
Naunhof,51.2777,12.58827
Naumburg,51.24816,9.16569
Naumburg,51.14987,11.80979
Nauen,52.60701,12.87374
Nattheim,48.69963,10.24209
Nassau,50.31453,7.80025
Nandlstadt,48.53644,11.8073
Namborn,49.52166,7.1407
Nalbach,49.38333,6.78333
Naila,50.33034,11.70463
Nagold,48.5498,8.72366
Nackenheim,49.91528,8.33889
Nachrodt-Wiblingwerde,51.31667,7.61667
Nabburg,49.45347,12.17996
Mutterstadt,49.44139,8.35611
Mutlangen,48.82588,9.79714
Murrhardt,48.98191,9.57047
Murr,48.96207,9.25924
Murnau am Staffelsee,47.68085,11.20125
Murg,47.55492,8.02182
Münzenberg,50.45346,8.7743
Munster,52.98569,10.08756
Münster,51.96236,7.62571
Münster,49.92278,8.86778
Münsingen,48.41126,9.49704
Münnerstadt,50.24636,10.20187
Munderkingen,48.23568,9.64398
Hannoversch Münden,51.41505,9.65046
München,48.13743,11.57549
Müncheberg,52.50704,14.13716
Münchberg,50.18952,11.78823
Mülsen,50.75,12.56667
Müllheim,47.8082,7.63035
Mülheim,51.43218,6.87967
Mühlheim am Main,50.11667,8.83333
Stuttgart Mühlhausen,48.84232,9.23028
Mühlhausen,51.20896,10.45275
Mühlhausen,49.24861,8.72667
Mühldorf,48.2467,12.52155
Mühlacker,48.94754,8.83675
Muggensturm,48.86667,8.28333
Müggelheim,52.41137,13.66403
Mudersbach,50.82515,7.94347
Müden,52.52771,10.36011
Mudau,49.53444,9.20444
Mücheln,51.29688,11.80759
Much,50.90383,7.40306
Mössingen,48.40567,9.05419
Mosbach,49.35357,9.15106
Morsbach,50.86665,7.72787
Mörlenbach,49.59917,8.73472
Moritzburg,51.15922,13.68021
Moringen,51.69915,9.87107
Morbach,49.80772,7.12714
Moosinning,48.27708,11.84446
Moosburg,48.47089,11.93811
Montabaur,50.43588,7.8232
Monschau,50.55462,6.24001
Monheim am Rhein,51.09162,6.89217
Mönchengladbach,51.18539,6.44172
Mömlingen,49.85972,9.08333
Mömbris,50.06921,9.16371
Mölln,53.61702,10.68742
Molfsee,54.26374,10.06564
Molbergen,52.85805,7.92548
Möglingen,48.88741,9.12694
Moers,51.45342,6.6326
Mockrehna,51.50757,12.81418
Möckmühl,49.3249,9.35837
Möckern,52.14099,11.95203
Moabit,52.52635,13.33903
Mittweida,50.98622,12.97537
Mitterteich,49.95141,12.24206
Mittenwalde,52.26007,13.53945
Mittenwald,47.4422,11.26187
Mittenaar,50.7,8.38333
Mittelschöntal,48.94615,9.3952
Mittegroßefehn,53.39165,7.56602
Minden,52.28953,8.91455
Mindelheim,48.04578,10.49222
Miltenberg,49.70452,9.26725
Miesbach,47.78903,11.83382
Mickten,51.08271,13.70871
Michendorf,52.31352,13.02996
Michelstadt,49.67569,9.00373
Michelau,50.16233,11.11207
Meuselwitz,51.04315,12.29935
Metzingen,48.53695,9.2833
Mettmann,51.2504,6.97536
Mettingen,52.31667,7.78333
Metelen,52.14434,7.2127
Meßstetten,48.18317,8.96565
Meßkirch,47.99457,9.11479
Meschede,51.3502,8.28332
Merzig,49.44331,6.63874
Merseburg,51.35478,11.98923
Mering,48.2656,10.98461
Merchweiler,49.35,7.05
Meppen,52.69064,7.29097
Mengkofen,48.71894,12.44047
Mengerskirchen,50.56392,8.15555
Mengenich,50.9785,6.86737
Mengen,48.04951,9.33005
Mendig,50.36667,7.28333
Menden,51.44337,7.77825
Memmingen,47.98372,10.18527
Memmelsdorf,49.93012,10.95921
Melsungen,51.13029,9.55236
Mellrichstadt,50.42849,10.30334
Melle,52.20197,8.33826
Meldorf,54.09182,9.0687
Meitingen,48.54586,10.85179
Meissen,51.16158,13.4737
Meiningen,50.56787,10.41521
Meinerzhagen,51.1074,7.64838
Meinersen,52.47436,10.35247
Meiderich,51.46667,6.76667
Mehrhoog,51.73826,6.51164
Meersburg,47.69419,9.27113
Meerbusch,51.25268,6.68807
Meerane,50.84688,12.46473
Medebach,51.19713,8.70635
Meckesheim,49.32167,8.81944
Meckenheim,50.62388,7.02942
Meckenbeuren,47.7,9.56667
Mechernich,50.59304,6.65224
Mayen,50.32797,7.22277
Maxhütte-Haidhof,49.19963,12.09229
Maxdorf,49.48806,8.29167
Maulbronn,48.99958,8.80337
Marzahn,52.54525,13.56983
Marsberg,51.46171,8.84949
Marpingen,49.45228,7.0582
Marl,51.65671,7.09038
Markt Schwaben,48.18949,11.8691
Marktredwitz,50.00443,12.08593
Marktoberdorf,47.77964,10.61713
Markt Indersdorf,48.36058,11.37789
Marktheidenfeld,49.8454,9.60359
Markt Erlbach,49.49367,10.65265
Markranstädt,51.30146,12.2202
Markneukirchen,50.31144,12.32951
Markkleeberg,51.2755,12.36906
Märkisches Viertel,52.59841,13.35766
Markgröningen,48.90493,9.08059
Markdorf,47.71916,9.39028
Marienheide,51.08317,7.53087
Marienfelde,52.41868,13.36723
Mariendorf,52.4378,13.38109
Marienberg,50.65051,13.16122
Marburg an der Lahn,50.80904,8.77069
Marbach am Neckar,48.93964,9.25995
Mannheim,49.4891,8.46694
Manching,48.71656,11.49393
Malsch,48.88333,8.33333
Malente,54.17226,10.55968
Malchow,53.47477,12.4221
Malchin,53.7399,12.76539
Maisach,48.21667,11.26667
Mainz,49.98419,8.2791
Maintal,50.15,8.83333
Mainleus,50.09987,11.37664
Mainhardt,49.07611,9.55639
Mainburg,48.64182,11.78093
Mainaschaff,49.98167,9.09
Mahlsdorf,52.50935,13.61373
Magstadt,48.74471,8.96675
Magdeburg,52.12773,11.62916
Machern,51.36667,12.63333
Lützelbach,49.74233,8.76687
Lütjenburg,54.29188,10.58945
Lurup,53.59266,9.87697
Lunzenau,50.96269,12.75594
Lünen,51.61634,7.52872
Lüneburg,53.2509,10.41409
Lügde,51.95828,9.24706
Lugau,50.73843,12.74861
Ludwigslust,53.32917,11.49714
Ludwigshafen am Rhein,49.48121,8.44641
Ludwigsfelde,52.30322,13.25405
Ludwigsburg,48.89731,9.19161
Lüdinghausen,51.7683,7.44379
Lüdenscheid,51.21977,7.6273
Luckenwalde,52.09029,13.16772
Luckau,51.85245,13.70735
Lüchow,52.96811,11.15397
Lübz,53.46261,12.02917
Lübeck,53.86893,10.68729
Lubnjow,51.86217,13.95168
Lubin,51.93814,13.88826
Lübbecke,52.30699,8.61423
Lübars,52.61591,13.3535
Loxstedt,53.46667,8.65
Lotte,52.28333,7.91667
Lößnitz,50.62181,12.73147
Loßburg,48.4,8.45
Losheim,49.5099,6.74549
Loschwitz,51.05386,13.81393
Lorsch,49.65,8.56667
Lörrach,47.61497,7.66457
Lorch,48.79833,9.6914
Löningen,52.73678,7.75809
Lommatzsch,51.19537,13.30917
Lollar,50.64652,8.70495
Lohra,50.73333,8.63333
Lohr am Main,49.98922,9.57223
Lohne,52.66625,8.2375
Lohne,52.49778,7.22629
Löhne,52.18848,8.6922
Lohmar,50.83868,7.21399
Lohfelden,51.26667,9.53333
Löffingen,47.88405,8.34384
Löchgau,49.00361,9.10639
Löbtau,51.04358,13.69444
Bad Lobenstein,50.45223,11.6393
Löbau,51.09954,14.66738
Litzendorf,49.91444,11.01028
Lippstadt,51.67369,8.34482
Linz am Rhein,50.56884,7.28445
Linnich,50.98002,6.27049
Linn,51.33743,6.64241
Lingenfeld,49.25389,8.33861
Lingen,52.52143,7.31845
Lindlar,51.01959,7.37758
Lindenfels,49.68369,8.78151
Lindau,47.54612,9.68431
Limburgerhof,49.42444,8.39194
Limburg an der Lahn,50.3836,8.0503
Limbach-Oberfrohna,50.85882,12.76165
Lilienthal,53.14193,8.90338
Lienen,52.15,7.98333
Liebenburg,52.02176,10.43169
Lichterfelde,52.4333,13.30762
Lichtentanne,50.69255,12.42585
Lichtenstein,50.75659,12.63025
Lichtenrade,52.39844,13.40637
Lichtenfels,50.14567,11.05928
Lichtenberg,52.51395,13.49975
Lichtenau,51.61707,8.89665
Lichtenau,48.72607,8.00486
Lich,50.52085,8.81567
Leverkusen,51.0303,6.98432
Leutkirch,47.82672,10.0205
Leutershausen,49.29869,10.41189
Leutenbach,48.88791,9.39267
Leuna,51.31783,12.01589
Leun,50.55129,8.35836
Leuben,51.01122,13.82029
Leopoldshöhe,52.01246,8.69834
Leonberg,48.8,9.01667
Lenzkirch,47.86832,8.20211
Lensahn,54.21652,10.88326
Lennestadt,51.11721,8.06707
Lenggries,47.68333,11.56667
Lengerich,52.18661,7.86043
Lengenfeld,50.5694,12.36408
Lengede,52.20487,10.30775
Lemsahl-Mellingstedt,53.68998,10.09648
Lemgo,52.02786,8.89901
Leisnig,51.15743,12.9279
Leipzig,51.33962,12.37129
Leipheim,48.45004,10.22278
Leinfelden-Echterdingen,48.69406,9.16809
Leinefelde-Worbis,51.38796,10.3262
Leinburg,49.45167,11.31
Leimen,49.34737,8.68733
Leichlingen,51.10628,7.01873
Lehrte,52.37193,9.97919
Lehre,52.32793,10.66899
Legden,52.03333,7.1
Leer,53.23157,7.461
Leegebruch,52.7234,13.19304
Leck,54.76667,8.98333
Lebach,49.41122,6.90988
Lauterbach,50.63558,9.39777
Lauter,50.56264,12.73513
Laupheim,48.22786,9.87874
Lauingen,48.56775,10.42706
Lauffen am Neckar,49.0734,9.14567
Laufenburg,47.56512,8.06045
Laufen,47.93568,12.92856
Lauf an der Pegnitz,49.51386,11.28247
Laufach,50.01667,9.3
Lauenburg,53.37199,10.55654
Laudenbach,49.61333,8.65389
Lauchhammer,51.48813,13.76623
Laubach,50.54196,8.99034
Lathen,52.86667,7.31667
Lastrup,52.79468,7.86715
Lappersdorf,49.04694,12.0913
Lankwitz,52.43623,13.3459
Lankow,53.64983,11.36913
Langweid,48.49095,10.8531
Langwedel,52.97864,9.18542
Langquaid,48.82318,12.05134
Langgöns,50.5,8.66667
Langerwehe,50.81667,6.35
Langenzenn,49.49463,10.7923
Langenselbold,50.17657,9.04003
Langenhagen,52.44758,9.73741
Langenfeld,51.10821,6.94831
Langenberg,51.77206,8.31809
Langenau,48.49616,10.11849
Langenargen,47.59858,9.54163
Langen,53.60554,8.59509
Langen,49.98955,8.66852
Langelsheim,51.93789,10.33264
Landstuhl,49.41306,7.57021
Landshut,48.52961,12.16179
Landsberg am Lech,48.04819,10.88282
Landau in der Pfalz,49.19844,8.11692
Landau an der Isar,48.67249,12.69316
Lampertheim,49.59786,8.4725
Lamme,52.26921,10.4413
Lambsheim,49.51361,8.28778
Laichingen,48.48939,9.68612
Lahr,48.34042,7.86886
Lahnstein,50.3,7.61667
Lage,51.99223,8.79301
Bad Laer,52.1,8.08333
Laer,52.05555,7.35775
Ladenburg,49.47307,8.60896
Ladbergen,52.13333,7.75
Lachendorf,52.61667,10.25
Laboe,54.40323,10.22648
Laatzen,52.31506,9.79739
Bad Laasphe,50.93139,8.42502
Laage,53.9256,12.34694
Kyritz,52.94212,12.39704
Kusterdingen,48.52291,9.11977
Kusel,49.53772,7.40472
Kürten,51.05,7.26667
Küps,50.19265,11.27599
Kuppenheim,48.82794,8.25417
Kupferzell,49.22778,9.69
Künzelsau,49.2818,9.68352
Künzell,50.5442,9.71792
Kümmersbruck,49.41917,11.88833
Külsheim,49.66942,9.52361
Kulmbach,50.10068,11.45032
Kuchen,48.63583,9.79989
Krumbach,48.24182,10.3632
Kropp,54.41215,9.50848
Kronshagen,54.33734,10.08214
Kronberg,50.181,8.513
Kronau,49.2225,8.63111
Kronach,50.23963,11.33308
Kriftel,50.08408,8.46977
Kreuztal,50.96775,7.98848
Kreuzberg,52.49973,13.40338
Kreuzau,50.74699,6.49069
Kressbronn am Bodensee,47.5976,9.59707
Kremmen,52.76216,13.02515
Kreiensen,51.85363,9.96481
Krefeld,51.33645,6.55381
Krauchenwies,48.01651,9.24757
Kranenburg,51.78333,6.01667
Krailling,48.1,11.4
Kötzting,49.17649,12.85515
Köthen,51.75185,11.97093
Korschenbroich,51.19139,6.51352
Kornwestheim,48.86158,9.18569
Korntal,48.83218,9.1214
Korbach,51.27561,8.873
Korb,48.84303,9.36258
Köpenick,52.4455,13.57455
Berlin Köpenick,52.44254,13.58228
Konz,49.70045,6.57652
Konstanz,47.66033,9.17582
Konradshöhe,52.58535,13.22758
Könnern,51.6712,11.77068
Königs Wusterhausen,52.30141,13.633
Königswinter,50.67734,7.19245
Königstein im Taunus,50.17943,8.47132
Königslutter am Elm,52.25116,10.81683
Bad Königshofen im Grabfeld,50.30082,10.46887
Königsfeld im Schwarzwald,48.13814,8.41973
Königsee,50.66143,11.09748
Königsbrunn,48.27506,10.89178
Königsbronn,48.74317,10.11193
Köngen,48.68333,9.36667
Köln,50.93333,6.95
Kölleda,51.18745,11.24488
Kolkwitz,51.75,14.25
Kolitzheim,49.91667,10.23333
Kolbermoor,47.84965,12.06696
Koblenz,50.35357,7.57883
Knittlingen,49.02487,8.75606
Knetzgau,49.98333,10.55
Klotzsche,51.11053,13.76862
Klötze,52.62725,11.16424
Klipphausen,51.06841,13.51374
Klingenthal,50.35963,12.46463
Klingenstein,48.41849,9.90812
Klingenberg am Main,49.78507,9.18025
Kleve,51.78826,6.13865
Kleinzschocher,51.31568,12.31979
Kleinwallstadt,49.87464,9.16927
Klein Schwülper,52.34153,10.42903
Kleinostheim,50,9.06667
Kleinmachnow,52.40786,13.22514
Kleinblittersdorf,49.1578,7.03734
Klausdorf,54.30899,10.21372
Kladow,52.45423,13.14445
Kitzscher,51.16444,12.5526
Kitzingen,49.73973,10.15072
Kißlegg,47.78894,9.88383
Kissing,48.30375,10.97088
Kirn,49.78912,7.45765
Kirkel,49.28333,7.23333
Kirchzarten,47.96667,7.95
Kirchwerder,53.41972,10.20156
Kirchseeon,48.07143,11.88875
Kirchlinteln,52.94236,9.31811
Kirchlengern,52.2,8.63333
Kirchhundem,51.08556,8.08893
Kirchheim unter Teck,48.64683,9.45378
Kirchheimbolanden,49.66249,8.01513
Kirchheim bei München,48.17656,11.75563
Kirchheim am Neckar,49.045,9.14222
Kirchhain,50.8272,8.92806
Kirchentellinsfurt,48.53315,9.14732
Kirchen,50.80849,7.88634
Kirchdorf am Inn,48.24755,12.98453
Kirchberg,50.6219,12.52449
Kirchardt,49.205,8.99167
Kippenheim,48.29564,7.8251
Kierspe,51.13403,7.59075
Kiel,54.32133,10.13489
Kiefersfelden,47.61409,12.19096
Kevelaer,51.58243,6.24603
Ketzin,52.47809,12.8453
Ketsch,49.36778,8.53111
Kessenich,50.71244,7.1113
Kerpen,50.86991,6.69691
Kenzingen,48.1963,7.76974
Kempten (Allgäu),47.72674,10.31389
Kempen,51.36432,6.41858
Kemnath,49.87007,11.89077
Kelsterbach,50.06135,8.52916
Kellinghusen,53.95202,9.71959
Kelkheim,50.13703,8.4502
Kelheim,48.91725,11.88618
Kehl,48.57297,7.81523
Kaulsdorf,52.51732,13.58871
Kaufering,48.09121,10.87913
Kaufbeuren,47.88238,10.62192
Kastellaun,50.06922,7.44154
Kastel,50.00994,8.28291
Kassel,51.31667,9.5
Karstädt,53.16215,11.74242
Karow,52.60904,13.48117
Karlstadt,49.96034,9.77239
Karlsruhe,49.00937,8.40444
Karlshuld,48.6819,11.28503
Karlshorst,52.48419,13.53185
Karlsfeld,48.22697,11.47573
Karben,50.23019,8.77155
Kappelrodeck,48.59182,8.11692
Kappeln,54.66122,9.9313
Kandern,47.71393,7.66237
Kandel,49.08277,8.1972
Kamp-Lintfort,51.50467,6.54587
Kamenz,51.26798,14.09374
Kamen,51.59231,7.6638
Kaltenkirchen,53.83244,9.96042
Kall,50.54223,6.56297
Kalkar,51.73907,6.29101
Kalefeld,51.8,10.03333
Kaiserslautern,49.443,7.77161
Kahl am Main,50.06981,9.00553
Kahla,50.80651,11.58516
Kaarst,51.22929,6.61883
Jüterbog,51.99607,13.07979
Jülich,50.92149,6.36267
Jüchen,51.1,6.5
Jork,53.53198,9.68076
Jöhlingen,49.03218,8.5735
Johannisthal,52.44653,13.5066
Johanngeorgenstadt,50.43254,12.7114
Jockgrim,49.09288,8.27468
Jever,53.57368,7.89806
Jestetten,47.65,8.56667
Jesteburg,53.30966,9.95262
Jessen,51.79337,12.95762
Jena,50.92878,11.5899
Jahnsdorf,50.74509,12.85414
Itzehoe,53.92099,9.51529
Issum,51.53333,6.43333
Isselburg,51.83232,6.46428
Ispringen,48.91667,8.66667
Isny,47.6926,10.03857
Ismaning,48.23333,11.68333
Isernhagen Farster Bauerschaft,52.47093,9.84179
Iserlohn,51.37547,7.70281
Isenbüttel,52.43333,10.58333
Isen,48.21203,12.05672
Ingolstadt,48.76508,11.42372
Ingelheim am Rhein,49.97078,8.05883
Ingelfingen,49.30028,9.65303
Inden,50.84306,6.36004
Immenstadt im Allgäu,47.55996,10.21394
Immenstaad am Bodensee,47.66667,9.36667
Immenhausen,51.42763,9.48017
Immendingen,47.93333,8.73333
Ilvesheim,49.47404,8.5674
Ilshofen,49.17015,9.91825
Ilsfeld,49.05548,9.24598
Ilsenburg,51.86695,10.67817
Ilmenau,50.68322,10.91858
Illingen,49.37362,7.04758
Illingen,48.95616,8.92459
Illertissen,48.22336,10.10347
Ihringen,48.04303,7.6476
Igersheim,49.49444,9.81694
Idstein,50.21773,8.26679
Idar-Oberstein,49.71443,7.30776
Ichenhausen,48.37119,10.30706
Ibbenbueren,52.27964,7.71457
Hüttlingen,48.89266,10.10064
